,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
1,2020-08-20,29-301,ORL,AWAY,MIL,L (-15),1,34:52,13,23,0.565,2,8,0.25,4,4,1.0,2,8,10,2,0,1,3,2,32,23.2,-8,Nikola Vučević
2,2020-08-22,29-303,ORL,HOME,MIL,L (-14),1,35:46,8,19,0.42100000000000004,2,8,0.25,2,2,1.0,1,4,5,2,2,0,3,3,20,11.0,-20,Nikola Vučević
3,2020-08-24,29-305,ORL,HOME,MIL,L (-15),1,38:02,11,20,0.55,6,10,0.6,3,3,1.0,1,10,11,7,0,2,1,3,31,29.2,-8,Nikola Vučević
4,2020-08-29,29-310,ORL,AWAY,MIL,L (-14),1,39:32,9,25,0.36,3,10,0.3,1,2,0.5,2,13,15,5,1,0,1,2,22,15.7,-26,Nikola Vučević
0,2020-08-17,29-028,PHI,AWAY,BOS,L (-8),0,27:30,6,15,0.4,1,3,0.33299999999999996,5,7,0.7140000000000001,3,3,6,2,0,0,2,2,18,10.7,3,Alec Burks
1,2020-08-19,29-030,PHI,AWAY,BOS,L (-27),0,15:48,1,8,0.125,0,2,0.0,0,0,,2,1,3,2,0,0,1,1,2,-1.5,-13,Alec Burks
2,2020-08-21,29-032,PHI,HOME,BOS,L (-8),0,21:43,3,10,0.3,1,3,0.33299999999999996,2,2,1.0,1,2,3,2,0,1,0,2,9,5.8,3,Alec Burks
3,2020-08-23,29-034,PHI,HOME,BOS,L (-4),0,29:48,6,16,0.375,1,8,0.125,0,0,,1,2,3,1,1,2,0,2,13,7.8,-11,Alec Burks
0,2020-08-17,28-033,PHI,AWAY,BOS,L (-8),1,38:48,6,15,0.4,0,3,0.0,3,3,1.0,3,5,8,8,1,0,1,1,15,15.7,-2,Tobias Harris
1,2020-08-19,28-035,PHI,AWAY,BOS,L (-27),1,35:26,4,14,0.28600000000000003,0,2,0.0,5,8,0.625,3,7,10,2,0,0,0,3,13,8.0,-21,Tobias Harris
2,2020-08-21,28-037,PHI,HOME,BOS,L (-8),1,39:14,6,19,0.316,0,5,0.0,3,4,0.75,8,7,15,4,1,1,3,3,15,11.7,-14,Tobias Harris
3,2020-08-23,28-039,PHI,HOME,BOS,L (-4),1,35:06,7,12,0.583,2,5,0.4,4,4,1.0,0,5,5,2,0,0,1,4,20,14.7,6,Tobias Harris
0,2020-08-17,34-075,PHI,AWAY,BOS,L (-8),1,31:08,3,7,0.429,0,1,0.0,0,0,,2,5,7,6,0,1,3,5,6,5.1,-18,Al Horford
1,2020-08-19,34-077,PHI,AWAY,BOS,L (-27),0,23:10,2,3,0.667,0,0,,0,0,,0,2,2,0,0,1,0,1,4,3.6,-11,Al Horford
2,2020-08-21,34-079,PHI,HOME,BOS,L (-8),1,37:53,1,5,0.2,0,2,0.0,4,6,0.667,3,7,10,0,1,2,0,4,6,7.1,-4,Al Horford
3,2020-08-23,34-081,PHI,HOME,BOS,L (-4),1,36:19,6,10,0.6,0,1,0.0,0,1,0.0,4,6,10,3,0,1,0,4,12,12.8,-10,Al Horford
0,2020-08-17,23-024,PHI,AWAY,BOS,L (-8),0,7:05,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,3,0,-1.9,5,Furkan Korkmaz
1,2020-08-19,23-026,PHI,AWAY,BOS,L (-27),0,15:49,0,3,0.0,0,3,0.0,3,5,0.6,0,1,1,2,1,0,1,0,3,1.8,-7,Furkan Korkmaz
2,2020-08-21,23-028,PHI,HOME,BOS,L (-8),0,12:58,0,4,0.0,0,3,0.0,0,0,,0,4,4,0,0,0,0,0,0,-1.6,11,Furkan Korkmaz
3,2020-08-23,23-030,PHI,HOME,BOS,L (-4),0,4:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,7,Furkan Korkmaz
0,2020-08-17,23-326,PHI,AWAY,BOS,L (-8),1,25:41,5,7,0.7140000000000001,3,5,0.6,0,0,,0,0,0,3,0,0,3,2,13,8.4,-7,Shake Milton
1,2020-08-19,23-328,PHI,AWAY,BOS,L (-27),1,29:18,5,8,0.625,2,5,0.4,2,3,0.667,0,3,3,4,0,0,1,3,14,11.5,-3,Shake Milton
2,2020-08-21,23-330,PHI,HOME,BOS,L (-8),1,37:38,6,18,0.33299999999999996,3,9,0.33299999999999996,2,2,1.0,1,5,6,3,1,0,2,3,17,8.9,-7,Shake Milton
3,2020-08-23,23-332,PHI,HOME,BOS,L (-4),1,33:18,5,11,0.455,2,6,0.33299999999999996,2,2,1.0,0,4,4,1,1,0,0,5,14,9.2,-2,Shake Milton
1,2020-08-19,28-092,PHI,AWAY,BOS,L (-27),0,14:44,2,5,.400,1,2,.500,0,0,,0,2,2,3,0,0,0,0,5,5.0,-17,Raul Neto
3,2020-08-23,28-096,PHI,HOME,BOS,L (-4),0,11:00,1,4,.250,1,3,.333,0,0,,0,1,1,0,1,0,1,0,3,0.9,-5,Raul Neto
1,2020-08-19,30-146,PHI,AWAY,BOS,L (-27),0,5:39,0,0,,0,0,,0,0,,0,1,1,1,0,0,2,3,0,-2.2,-1,Kyle O'Quinn
1,2020-08-19,27-198,PHI,AWAY,BOS,L (-27),0,6:31,0,0,,0,0,,0,0,,0,0,0,0,1,1,0,0,0,1.7,-4,Norvel Pelle
0,2020-08-17,26-337,PHI,AWAY,BOS,L (-8),1,37:11,7,17,0.41200000000000003,3,9,0.33299999999999996,1,1,1.0,0,6,6,2,0,0,3,2,18,8.3,-10,Josh Richardson
1,2020-08-19,26-339,PHI,AWAY,BOS,L (-27),1,28:56,6,12,0.5,2,3,0.667,4,4,1.0,1,2,3,3,0,0,1,3,18,13.2,-6,Josh Richardson
2,2020-08-21,26-341,PHI,HOME,BOS,L (-8),1,41:40,5,17,0.294,3,11,0.273,4,4,1.0,2,1,3,3,2,2,2,2,17,11.5,-14,Josh Richardson
3,2020-08-23,26-343,PHI,HOME,BOS,L (-4),1,36:27,2,10,0.2,2,5,0.4,8,9,0.889,1,2,3,5,0,0,2,5,14,8.2,10,Josh Richardson
0,2020-08-17,32-032,PHI,AWAY,BOS,L (-8),0,2:27,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.1,-3,Mike Scott
1,2020-08-19,32-034,PHI,AWAY,BOS,L (-27),0,5:39,1,3,0.33299999999999996,0,1,0.0,4,4,1.0,0,1,1,0,0,0,0,1,6,4.2,-1,Mike Scott
2,2020-08-21,32-036,PHI,HOME,BOS,L (-8),0,4:59,0,1,0.0,0,1,0.0,0,0,,1,2,3,1,0,0,0,0,0,1.3,5,Mike Scott
3,2020-08-23,32-038,PHI,HOME,BOS,L (-4),0,6:48,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6,0,Mike Scott
0,2020-08-17,23-166,PHI,AWAY,BOS,L (-8),0,32:41,2,3,0.667,1,2,0.5,0,0,,1,3,4,1,2,1,0,3,5,7.5,-2,Matisse Thybulle
1,2020-08-19,23-168,PHI,AWAY,BOS,L (-27),1,24:40,1,2,0.5,0,1,0.0,0,0,,0,2,2,1,0,0,1,3,2,0.1,-30,Matisse Thybulle
2,2020-08-21,23-170,PHI,HOME,BOS,L (-8),0,8:31,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-2,Matisse Thybulle
3,2020-08-23,23-172,PHI,HOME,BOS,L (-4),0,9:29,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,0.6,-7,Matisse Thybulle
1,2020-08-20,24-108,POR,AWAY,LAL,L (-23),0,9:53,2,4,.500,0,2,.000,0,0,,0,2,2,2,0,0,0,0,4,4.0,+7,Jaylen Adams
3,2020-08-24,24-112,POR,HOME,LAL,L (-20),0,8:55,0,3,.000,0,2,.000,0,0,,1,0,1,0,1,0,0,0,0,-0.4,+9,Jaylen Adams
4,2020-08-29,24-117,POR,AWAY,LAL,L (-9),0,1:56,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6,+6,Jaylen Adams
0,2020-08-18,36-081,POR,AWAY,LAL,W (+7),1,37:55,3,11,0.273,2,5,0.4,3,4,0.75,0,10,10,5,1,1,2,5,11,8.3,-2,Carmelo Anthony
1,2020-08-20,36-083,POR,AWAY,LAL,L (-23),1,26:41,1,6,0.16699999999999998,0,1,0.0,0,0,,0,0,0,1,0,0,3,1,2,-4.5,-26,Carmelo Anthony
2,2020-08-22,36-085,POR,HOME,LAL,L (-8),1,42:06,9,20,0.45,2,3,0.667,0,0,,1,5,6,2,4,1,1,5,20,14.9,-2,Carmelo Anthony
3,2020-08-24,36-087,POR,HOME,LAL,L (-20),1,28:45,6,15,0.4,1,6,0.16699999999999998,3,3,1.0,0,2,2,1,0,0,2,4,16,5.6,-27,Carmelo Anthony
4,2020-08-29,36-092,POR,AWAY,LAL,L (-9),1,40:08,9,16,0.563,3,4,0.75,6,7,0.857,0,7,7,1,0,0,5,5,27,14.8,-10,Carmelo Anthony
0,2020-08-18,23-145,POR,AWAY,LAL,W (+7),1,15:53,2,2,1.000,0,0,,0,0,,1,2,3,3,0,1,0,5,4,5.5,+12,Wenyen Gabriel
1,2020-08-20,23-147,POR,AWAY,LAL,L (-23),1,20:56,3,8,.375,1,4,.250,0,0,,4,1,5,1,0,0,2,6,7,2.0,-11,Wenyen Gabriel
2,2020-08-22,23-149,POR,HOME,LAL,L (-8),0,4:27,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,2,0,-1.1,-6,Wenyen Gabriel
3,2020-08-24,23-151,POR,HOME,LAL,L (-20),0,12:00,4,5,.800,1,1,1.000,1,2,.500,2,0,2,0,2,0,2,3,10,7.9,+5,Wenyen Gabriel
0,2020-08-18,25-175,POR,AWAY,LAL,W (+7),0,11:47,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,2,1,0,0,1,2,3.2,-12,Mario Hezonja
1,2020-08-20,25-177,POR,AWAY,LAL,L (-23),0,20:36,2,6,0.33299999999999996,0,0,,0,0,,0,4,4,1,1,0,1,1,4,2.1,2,Mario Hezonja
2,2020-08-22,25-179,POR,HOME,LAL,L (-8),0,5:54,1,5,0.2,0,2,0.0,0,0,,1,1,2,0,0,0,0,0,2,-0.1,-6,Mario Hezonja
3,2020-08-24,25-181,POR,HOME,LAL,L (-20),0,19:15,4,6,0.667,2,2,1.0,1,2,0.5,1,5,6,2,1,0,1,2,11,10.8,7,Mario Hezonja
4,2020-08-29,25-186,POR,AWAY,LAL,L (-9),0,10:25,2,3,0.667,0,1,0.0,0,0,,0,2,2,1,0,0,1,4,4,1.4,2,Mario Hezonja
1,2020-08-20,21-143,POR,AWAY,LAL,L (-23),0,12:00,3,4,.750,0,0,,0,0,,2,2,4,1,0,0,0,1,6,6.7,+7,Jaylen Hoard
3,2020-08-24,21-147,POR,HOME,LAL,L (-20),0,8:55,1,2,.500,0,0,,0,0,,2,1,3,0,0,0,2,2,2,-0.1,+9,Jaylen Hoard
4,2020-08-29,21-152,POR,AWAY,LAL,L (-9),0,20:30,3,6,.500,0,0,,0,0,,1,1,2,0,0,0,0,2,6,3.2,-4,Jaylen Hoard
0,2020-08-18,30-034,POR,AWAY,LAL,W (+7),1,42:42,9,21,.429,6,13,.462,10,10,1.000,1,4,5,5,0,1,3,1,34,25.6,+19,Damian Lillard
1,2020-08-20,30-036,POR,AWAY,LAL,L (-23),1,30:06,6,14,.429,1,7,.143,5,5,1.000,0,3,3,1,1,0,4,1,18,8.8,-29,Damian Lillard
2,2020-08-22,30-038,POR,HOME,LAL,L (-8),1,43:12,8,20,.400,5,11,.455,13,14,.929,0,5,5,7,0,0,4,0,34,25.2,-8,Damian Lillard
3,2020-08-24,30-040,POR,HOME,LAL,L (-20),1,26:35,3,9,.333,1,2,.500,4,4,1.000,0,1,1,4,1,0,3,2,11,6.2,-25,Damian Lillard
0,2020-08-18,28-334,POR,AWAY,LAL,W (+7),1,41:31,8,20,0.4,3,8,0.375,2,4,0.5,0,5,5,0,1,0,5,3,21,5.7,7,CJ McCollum
1,2020-08-20,28-336,POR,AWAY,LAL,L (-23),1,33:12,6,16,0.375,1,5,0.2,0,2,0.0,1,4,5,3,0,0,1,1,13,6.0,-28,CJ McCollum
2,2020-08-22,28-338,POR,HOME,LAL,L (-8),1,42:40,12,25,0.48,4,12,0.33299999999999996,0,0,,0,8,8,4,2,1,2,2,28,20.4,4,CJ McCollum
3,2020-08-24,28-340,POR,HOME,LAL,L (-20),1,32:43,5,13,0.385,2,3,0.667,6,8,0.75,1,4,5,2,2,1,1,2,18,14.3,-25,CJ McCollum
4,2020-08-29,28-345,POR,AWAY,LAL,L (-9),1,46:04,13,25,0.52,3,7,0.429,7,8,0.875,3,3,6,7,1,0,6,2,36,25.4,-15,CJ McCollum
0,2020-08-18,25-361,POR,AWAY,LAL,W (+7),1,33:07,4,11,0.364,1,2,0.5,7,9,0.778,2,13,15,3,0,0,3,5,16,11.5,7,Jusuf Nurkić
1,2020-08-20,25-363,POR,AWAY,LAL,L (-23),1,28:40,4,10,0.4,1,3,0.33299999999999996,0,0,,1,6,7,2,1,0,1,3,9,6.3,-28,Jusuf Nurkić
2,2020-08-22,25-365,POR,HOME,LAL,L (-8),1,35:13,4,10,0.4,0,1,0.0,2,2,1.0,0,7,7,3,0,0,3,5,10,3.8,2,Jusuf Nurkić
3,2020-08-24,26-001,POR,HOME,LAL,L (-20),1,27:15,7,10,0.7,0,1,0.0,6,8,0.75,8,5,13,4,1,0,4,4,20,20.3,-28,Jusuf Nurkić
4,2020-08-29,26-006,POR,AWAY,LAL,L (-9),1,37:00,6,16,0.375,1,4,0.25,3,4,0.75,3,7,10,6,5,1,2,4,16,17.3,-19,Jusuf Nurkić
1,2020-08-20,21-073,POR,AWAY,LAL,L (-23),0,15:26,3,7,.429,2,3,.667,3,3,1.000,0,1,1,2,1,0,1,0,11,9.0,+6,Anfernee Simons
2,2020-08-22,21-075,POR,HOME,LAL,L (-8),0,13:57,0,4,.000,0,3,.000,0,0,,0,0,0,0,1,0,0,4,0,-3.4,-7,Anfernee Simons
3,2020-08-24,21-077,POR,HOME,LAL,L (-20),0,24:42,1,8,.125,1,4,.250,0,0,,0,5,5,6,0,0,1,1,3,2.1,+5,Anfernee Simons
4,2020-08-29,21-082,POR,AWAY,LAL,L (-9),0,27:57,4,7,.571,3,4,.750,2,3,.667,1,4,5,2,4,0,2,2,13,13.8,+1,Anfernee Simons
0,2020-08-18,21-213,POR,AWAY,LAL,W (+7),0,31:17,2,8,0.25,1,4,0.25,0,0,,0,2,2,0,0,0,1,3,5,-1.4,-9,Gary Trent
1,2020-08-20,21-215,POR,AWAY,LAL,L (-23),0,20:53,3,7,0.429,2,4,0.5,0,0,,1,0,1,0,1,0,2,3,8,2.8,-1,Gary Trent
2,2020-08-22,21-217,POR,HOME,LAL,L (-8),0,26:47,2,6,0.33299999999999996,1,3,0.33299999999999996,1,1,1.0,2,0,2,1,0,0,0,4,6,3.1,-8,Gary Trent
3,2020-08-24,21-219,POR,HOME,LAL,L (-20),0,34:15,4,11,0.364,3,6,0.5,2,2,1.0,1,0,1,0,1,0,0,3,13,7.4,-15,Gary Trent
4,2020-08-29,21-224,POR,AWAY,LAL,L (-9),1,39:43,5,13,0.385,3,7,0.429,3,4,0.75,1,3,4,2,2,0,2,3,16,10.3,-9,Gary Trent
0,2020-08-18,31-066,POR,AWAY,LAL,W (+7),0,25:48,3,4,0.75,0,0,,1,4,0.25,1,7,8,0,0,5,2,5,7,6.5,13,Hassan Whiteside
1,2020-08-20,31-068,POR,AWAY,LAL,L (-23),0,21:37,1,3,0.33299999999999996,0,0,,4,6,0.667,1,8,9,0,1,3,2,0,6,7.7,-14,Hassan Whiteside
2,2020-08-22,31-070,POR,HOME,LAL,L (-8),1,25:44,3,5,0.6,0,0,,2,2,1.0,3,5,8,0,0,1,0,3,8,8.8,-9,Hassan Whiteside
3,2020-08-24,31-072,POR,HOME,LAL,L (-20),1,16:40,5,7,0.7140000000000001,1,1,1.0,0,2,0.0,1,2,3,1,0,1,1,4,11,7.4,-15,Hassan Whiteside
4,2020-08-29,31-077,POR,AWAY,LAL,L (-9),1,16:17,1,5,0.2,0,0,,0,0,,1,6,7,1,0,0,1,5,2,-0.9,3,Hassan Whiteside
0,2020-08-17,23-031,TOR,HOME,BRK,W (+24),1,34:25,4,8,0.5,3,5,0.6,1,1,1.0,2,3,5,1,1,2,1,5,12,10.4,18,OG Anunoby
1,2020-08-19,23-033,TOR,HOME,BRK,W (+5),1,36:07,2,8,0.25,0,3,0.0,2,4,0.5,1,4,5,1,2,2,0,1,6,6.0,1,OG Anunoby
2,2020-08-21,23-035,TOR,AWAY,BRK,W (+25),1,33:22,4,7,0.5710000000000001,0,2,0.0,0,0,,1,4,5,3,1,0,0,4,8,8.1,23,OG Anunoby
3,2020-08-23,23-037,TOR,AWAY,BRK,W (+28),1,25:47,3,7,0.429,1,3,0.33299999999999996,3,4,0.75,3,4,7,2,0,2,3,0,10,9.0,14,OG Anunoby
4,2020-08-30,23-044,TOR,HOME,BOS,L (-18),1,33:21,4,6,0.667,1,3,0.33299999999999996,3,4,0.75,2,5,7,0,0,2,1,2,12,11.5,-21,OG Anunoby
5,2020-09-01,23-046,TOR,HOME,BOS,L (-3),1,38:27,7,12,0.583,4,6,0.667,2,3,0.667,2,5,7,0,1,0,1,5,20,14.9,6,OG Anunoby
6,2020-09-03,23-048,TOR,AWAY,BOS,W (+1),1,45:28,4,8,0.5,3,5,0.6,1,2,0.5,2,8,10,1,3,2,1,1,12,15.1,0,OG Anunoby
7,2020-09-05,23-050,TOR,AWAY,BOS,W (+7),1,35:11,3,7,0.429,2,4,0.5,3,4,0.75,2,1,3,3,0,2,3,1,11,8.7,6,OG Anunoby
8,2020-09-07,23-052,TOR,HOME,BOS,L (-22),1,25:45,3,11,0.273,1,5,0.2,0,0,,4,3,7,0,2,1,1,2,7,5.1,-26,OG Anunoby
9,2020-09-09,23-054,TOR,AWAY,BOS,W (+3),1,49:36,5,11,0.455,2,3,0.667,1,4,0.25,5,8,13,1,1,0,4,4,13,8.1,2,OG Anunoby
10,2020-09-11,23-056,TOR,HOME,BOS,L (-5),1,35:29,1,3,0.33299999999999996,0,2,0.0,2,2,1.0,2,5,7,1,0,0,1,2,4,4.1,-1,OG Anunoby
0,2020-08-17,27-219,TOR,HOME,BRK,W (+24),0,3:02,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+2,Chris Boucher
2,2020-08-21,27-223,TOR,AWAY,BRK,W (+25),0,5:19,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-1.5,-4,Chris Boucher
3,2020-08-23,27-225,TOR,AWAY,BRK,W (+28),0,10:05,1,3,.333,1,2,.500,0,0,,0,3,3,1,0,0,0,1,3,2.5,+2,Chris Boucher
4,2020-08-30,27-232,TOR,HOME,BOS,L (-18),0,3:44,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,+5,Chris Boucher
5,2020-09-01,27-234,TOR,HOME,BOS,L (-3),0,8:56,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,-9,Chris Boucher
8,2020-09-07,27-240,TOR,HOME,BOS,L (-22),0,11:32,1,5,.200,1,1,1.000,0,1,.000,3,1,4,0,0,2,0,2,3,2.5,-2,Chris Boucher
9,2020-09-09,27-242,TOR,AWAY,BOS,W (+3),0,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,,Chris Boucher
0,2020-08-17,23-093,TOR,HOME,BRK,W (+24),0,12:08,3,4,.750,2,2,1.000,3,3,1.000,0,4,4,0,0,0,0,0,11,10.6,+7,Terence Davis
2,2020-08-21,23-097,TOR,AWAY,BRK,W (+25),0,17:22,4,5,.800,1,2,.500,0,0,,0,2,2,3,1,0,3,2,9,7.0,+15,Terence Davis
3,2020-08-23,23-099,TOR,AWAY,BRK,W (+28),0,23:58,5,10,.500,4,8,.500,0,0,,1,3,4,2,0,0,0,4,14,10.4,+12,Terence Davis
4,2020-08-30,23-106,TOR,HOME,BOS,L (-18),0,12:46,2,4,.500,1,3,.333,2,2,1.000,1,1,2,1,0,0,2,1,7,4.3,+9,Terence Davis
5,2020-09-01,23-108,TOR,HOME,BOS,L (-3),0,5:31,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,3,0,-1.6,-1,Terence Davis
8,2020-09-07,23-114,TOR,HOME,BOS,L (-22),0,12:00,0,4,.000,0,3,.000,2,2,1.000,0,0,0,0,0,0,1,1,2,-2.2,+2,Terence Davis
0,2020-08-17,35-201,TOR,HOME,BRK,W (+24),1,20:34,4,8,0.5,1,4,0.25,4,4,1.0,0,5,5,1,0,0,4,2,13,6.4,7,Marc Gasol
1,2020-08-19,35-203,TOR,HOME,BRK,W (+5),1,17:15,0,2,0.0,0,1,0.0,0,0,,2,2,4,2,0,0,3,3,0,-2.2,-13,Marc Gasol
2,2020-08-21,35-205,TOR,AWAY,BRK,W (+25),1,21:14,1,7,0.14300000000000002,1,4,0.25,0,0,,0,5,5,6,0,2,0,3,3,4.4,16,Marc Gasol
3,2020-08-23,35-207,TOR,AWAY,BRK,W (+28),1,20:37,3,4,0.75,1,2,0.5,2,3,0.667,1,3,4,5,0,0,2,1,9,9.7,9,Marc Gasol
4,2020-08-30,35-214,TOR,HOME,BOS,L (-18),1,25:47,3,7,0.429,0,3,0.0,1,2,0.5,1,5,6,2,1,0,1,3,7,5.3,-18,Marc Gasol
5,2020-09-01,35-216,TOR,HOME,BOS,L (-3),1,21:22,2,4,0.5,0,2,0.0,2,2,1.0,0,4,4,1,1,2,3,6,6,2.9,7,Marc Gasol
6,2020-09-03,35-218,TOR,AWAY,BOS,W (+1),1,26:04,5,9,0.556,0,3,0.0,0,1,0.0,0,6,6,3,0,0,0,1,10,8.8,5,Marc Gasol
7,2020-09-05,35-220,TOR,AWAY,BOS,W (+7),1,25:42,2,5,0.4,0,1,0.0,0,1,0.0,0,2,2,5,0,0,1,6,4,1.6,7,Marc Gasol
8,2020-09-07,35-222,TOR,HOME,BOS,L (-22),1,14:01,0,4,0.0,0,1,0.0,0,0,,0,5,5,0,1,0,0,0,0,-0.3,-14,Marc Gasol
9,2020-09-09,35-224,TOR,AWAY,BOS,W (+3),1,15:50,3,7,0.429,2,4,0.5,0,0,,0,2,2,1,1,1,1,5,8,4.3,5,Marc Gasol
10,2020-09-11,35-226,TOR,HOME,BOS,L (-5),1,19:20,2,7,0.28600000000000003,0,2,0.0,2,2,1.0,0,5,5,3,1,2,1,2,6,6.1,-19,Marc Gasol
0,2020-08-17,25-227,TOR,HOME,BRK,W (+24),0,11:30,1,3,.333,0,0,,4,4,1.000,2,0,2,0,0,1,0,1,6,6.0,+5,Rondae Hollis-Jefferson
1,2020-08-19,25-229,TOR,HOME,BRK,W (+5),0,6:26,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,1,0,1.2,+5,Rondae Hollis-Jefferson
3,2020-08-23,25-233,TOR,AWAY,BRK,W (+28),0,12:00,2,5,.400,0,1,.000,0,2,.000,2,1,3,2,1,0,1,2,4,2.8,-1,Rondae Hollis-Jefferson
4,2020-08-30,25-240,TOR,HOME,BOS,L (-18),0,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,Rondae Hollis-Jefferson
8,2020-09-07,25-248,TOR,HOME,BOS,L (-22),0,6:52,1,2,.500,0,0,,2,2,1.000,1,2,3,1,0,0,0,1,4,4.6,-2,Rondae Hollis-Jefferson
0,2020-08-17,30-334,TOR,HOME,BRK,W (+24),0,25:35,8,14,0.5710000000000001,2,4,0.5,4,4,1.0,3,4,7,3,0,1,1,2,22,19.7,17,Serge Ibaka
1,2020-08-19,30-336,TOR,HOME,BRK,W (+5),0,25:51,3,9,0.33299999999999996,0,4,0.0,2,2,1.0,1,5,6,1,0,1,0,5,8,4.5,18,Serge Ibaka
2,2020-08-21,30-338,TOR,AWAY,BRK,W (+25),0,22:39,8,12,0.667,3,3,1.0,1,1,1.0,4,9,13,2,1,0,2,2,20,19.9,12,Serge Ibaka
3,2020-08-23,30-340,TOR,AWAY,BRK,W (+28),0,19:50,12,14,0.857,3,3,1.0,0,0,,3,12,15,2,0,2,0,4,27,28.9,14,Serge Ibaka
4,2020-08-30,30-347,TOR,HOME,BOS,L (-18),0,26:12,4,10,0.4,3,7,0.429,4,4,1.0,1,8,9,1,0,0,1,3,15,11.2,-10,Serge Ibaka
5,2020-09-01,30-349,TOR,HOME,BOS,L (-3),0,26:38,7,12,0.583,3,5,0.6,0,0,,1,8,9,2,0,2,2,0,17,15.3,-10,Serge Ibaka
6,2020-09-03,30-351,TOR,AWAY,BOS,W (+1),0,21:56,1,6,0.16699999999999998,0,3,0.0,0,0,,0,4,4,2,1,2,2,1,2,0.8,-4,Serge Ibaka
7,2020-09-05,30-353,TOR,AWAY,BOS,W (+7),0,22:18,7,9,0.778,4,4,1.0,0,0,,2,5,7,0,0,1,1,4,18,15.5,0,Serge Ibaka
8,2020-09-07,30-355,TOR,HOME,BOS,L (-22),0,18:52,3,6,0.5,1,3,0.33299999999999996,0,0,,0,4,4,0,0,2,0,1,7,6.2,0,Serge Ibaka
9,2020-09-09,30-357,TOR,AWAY,BOS,W (+3),0,21:15,5,9,0.556,3,5,0.6,0,0,,1,2,3,0,0,3,0,2,13,11.3,-9,Serge Ibaka
10,2020-09-11,30-359,TOR,HOME,BOS,L (-5),0,20:20,5,9,0.556,1,4,0.25,3,3,1.0,1,7,8,0,0,0,3,3,14,8.3,6,Serge Ibaka
2,2020-08-21,24-084,TOR,AWAY,BRK,W (+25),0,4:07,1,3,.333,0,1,.000,0,0,,0,2,2,1,0,0,0,0,2,1.6,-3,Stanley Johnson
3,2020-08-23,24-086,TOR,AWAY,BRK,W (+28),0,12:00,3,7,.429,2,4,.500,1,1,1.000,1,1,2,4,0,0,0,2,9,8.3,-1,Stanley Johnson
8,2020-09-07,24-101,TOR,HOME,BOS,L (-22),0,4:03,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,1,2,1.0,-1,Stanley Johnson
0,2020-08-17,34-145,TOR,HOME,BRK,W (+24),1,38:16,3,14,0.214,3,10,0.3,7,7,1.0,0,7,7,6,0,1,0,2,16,13.6,26,Kyle Lowry
1,2020-08-19,34-147,TOR,HOME,BRK,W (+5),1,37:14,7,14,0.5,3,6,0.5,4,6,0.667,2,7,9,3,2,1,2,4,21,17.9,0,Kyle Lowry
2,2020-08-21,34-149,TOR,AWAY,BRK,W (+25),1,34:42,3,7,0.429,2,5,0.4,3,4,0.75,0,10,10,7,3,1,4,3,11,13.3,27,Kyle Lowry
3,2020-08-23,34-151,TOR,AWAY,BRK,W (+28),1,9:12,1,3,0.33299999999999996,0,2,0.0,0,0,,0,2,2,3,1,1,0,1,2,4.3,5,Kyle Lowry
4,2020-08-30,34-158,TOR,HOME,BOS,L (-18),1,34:51,5,12,0.41700000000000004,1,5,0.2,6,9,0.667,1,5,6,8,1,0,5,5,17,11.2,-5,Kyle Lowry
5,2020-09-01,34-160,TOR,HOME,BOS,L (-3),1,40:02,5,16,0.313,0,7,0.0,6,8,0.75,1,4,5,7,4,1,2,2,16,14.7,9,Kyle Lowry
6,2020-09-03,34-162,TOR,AWAY,BOS,W (+1),1,46:29,13,23,0.565,2,8,0.25,3,4,0.75,2,4,6,8,2,0,3,5,31,24.9,2,Kyle Lowry
7,2020-09-05,34-164,TOR,AWAY,BOS,W (+7),1,43:47,5,16,0.313,4,10,0.4,8,8,1.0,1,10,11,7,2,2,5,4,22,18.2,10,Kyle Lowry
